adult,backdrop_path,genre_ids,id,original_language_x,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,runtime,budget,revenue,genres,release_date_full,original_language_y,status
False,/5h2EsPKNDdB3MAtOk9MB9Ycg9Rz.jpg,"[16, 35, 12, 10751, 9648]",1084242,en,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",376.1868,/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,2025-11-26,Zootopia 2,False,7.6,1297,108,150000000,1744338246,Animation|Comedy|Adventure|Family|Mystery,2025-11-26,en,Released
False,/tyjXlexbNZQ0ZT1KEJslQtBirqc.jpg,"[12, 53, 878]",840464,en,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",305.9816,/dtPwBZjzqTaObjG4fKStRkBq1uu.jpg,2026-01-07,Greenland 2: Migration,False,6.58,143,98,90000000,11416907,Adventure|Thriller|Science Fiction,2026-01-07,en,Released
False,/tyjXlexbNZQ0ZT1KEJslQtBirqc.jpg,"[12, 53, 878]",840464,en,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",305.9816,/dtPwBZjzqTaObjG4fKStRkBq1uu.jpg,2026-01-07,Greenland 2: Migration,False,6.58,143,98,90000000,11416907,Adventure|Thriller|Science Fiction,2026-01-07,en,Released
False,/3F2EXWF1thX0BdrVaKvnm6mAhqh.jpg,"[28, 53, 80]",1306368,en,The Rip,"Trust frays when a team of Miami cops discovers millions in cash inside a run-down stash house, calling everyone — and everything — into question.",300.7556,/p4bW2sJKAwcHuLpfoZK7Zo63osA.jpg,2026-01-13,The Rip,False,7.051,867,113,100000000,0,Action|Thriller|Crime,2026-01-13,en,Released
False,/AecGG1XVCmkk7fT10ko3FC0dLIP.jpg,"[28, 14, 53]",1043197,en,Dust Bunny,"Ten-year-old Aurora asks her hitman neighbor to kill the monster under her bed that she claims ate her family. To protect her, he must battle an onslaught of assassins while accepting that some monsters are real.",239.2488,/vobigFZFvbYPf6ElYJu07P9rH8C.jpg,2025-12-11,Dust Bunny,False,6.56,129,106,0,928164,Action|Fantasy|Thriller,2025-12-11,en,Released
False,/cz4vLJrmaV1zJlRYbxqtvLzeLWB.jpg,"[28, 35, 80, 9648]",1168190,en,The Wrecking Crew,"Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.",267.0247,/gbVwHl4YPSq6BcC92TQpe7qUTh6.jpg,2026-01-28,The Wrecking Crew,False,6.2,40,124,0,0,Action|Comedy|Crime|Mystery,2026-01-28,en,Released
False,/4BtL2vvEufDXDP4u6xQjjQ1Y2aT.jpg,"[28, 80, 18, 53]",1419406,zh,捕风追影,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,363.8111,/e0RU6KpdnrqFxDKlI3NOqN8nHL6.jpg,2025-08-16,The Shadow's Edge,False,7.217,352,142,0,174400000,Action|Crime|Drama|Thriller,2025-08-16,zh,Released
False,/xGbNoh7aWmU81oYuxJoFI07Rz5I.jpg,"[28, 53, 80]",1326878,en,Strangers,"Seeking revenge on her abusive husband, a woman's life takes a dark turn when she meets a mysterious hitman. Drawn into a whirlwind romance, she spirals into a dangerous vigilante spree. As the body count rises, she begins to unravel the true nature of her partner and the secrets they both conceal.",258.9958,/ohpuwSBMgP44OPduPkpOtLxh90w.jpg,2024-08-16,Strangers,False,5.5,24,106,0,0,Action|Thriller|Crime,2024-08-16,en,Released
False,/ebyxeBh56QNXxSJgTnmz7fXAlwk.jpg,"[28, 878, 12]",1242898,en,Predator: Badlands,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",233.7913,/pHpq9yNUIo6aDoCXEBzjSolywgz.jpg,2025-11-05,Predator: Badlands,False,7.753,1703,107,105000000,184561056,Action|Science Fiction|Adventure,2025-11-05,en,Released
False,/3Dqievkc7krcTtDE2hjRkIsEzB1.jpg,"[878, 12, 14]",83533,en,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",222.7451,/5bxrxnRaxZooBAxgUVBZ13dpzC7.jpg,2025-12-17,Avatar: Fire and Ash,False,7.302,1643,198,350000000,1378692505,Science Fiction|Adventure|Fantasy,2025-12-17,en,Released
False,/swxhEJsAWms6X1fDZ4HdbvYBSf9.jpg,"[12, 35, 27]",1234731,en,Anaconda,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",238.1653,/qxMv3HwAB3XPuwNLMhVRg795Ktp.jpg,2025-12-24,Anaconda,False,5.983,230,100,45000000,128328016,Adventure|Comedy|Horror,2025-12-24,en,Released
False,/gbjK8p5S1aLXWCwOoXqr9aWZvqG.jpg,"[16, 10751, 35, 12, 14]",991494,en,The SpongeBob Movie: Search for SquarePants,"Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to the deepest depths of the deep sea, where no Sponge has gone before.",167.3536,/pDWYW9v8fmJdA7N0I1MOdQA3ETq.jpg,2025-12-16,The SpongeBob Movie: Search for SquarePants,False,6.618,140,88,64000000,153600000,Animation|Family|Comedy|Adventure|Fantasy,2025-12-16,en,Released
False,/sK3z0Naed3H1Wuh7a21YRVMxYqt.jpg,"[9648, 53]",1368166,en,The Housemaid,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",147.963,/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,2025-12-18,The Housemaid,False,7.1,551,131,35000000,305000000,Mystery|Thriller,2025-12-18,en,Released
False,/gQimJqYMKCkwHIo8wwYKhmnCfBr.jpg,"[28, 80, 53]",1242501,en,Icefall,"A young Indigenous game warden arrests an infamous poacher only to discover that the poacher knows the location of a plane carrying millions of dollars that has crashed in a frozen lake. When a group of criminals and dirty cops are alerted to the poacher’s whereabouts, the warden and the poacher team up to fight back and escape across the treacherous lake before the ice melts.",133.0881,/5Byv6nznAb2Izd0gHpODOXnuSbo.jpg,2025-10-16,Icefall,False,6.471,105,99,0,0,Action|Crime|Thriller,2025-10-16,en,Released
False,/ykigHs1OIyqqV04zfFqIlSHp546.jpg,"[53, 27, 28, 9648, 878]",1412598,en,Killer Whale,Follows best friends Maddie and Trish as they find themselves trapped in a remote lagoon with the dangerous killer whale named Ceto.,119.4486,/cqbXxAw9sUr4tJ5ffEwtnz6IL9o.jpg,2026-01-16,Killer Whale,False,5.693,44,89,0,0,Thriller|Horror|Action|Mystery|Science Fiction,2026-01-16,en,Released
False,/iZLqwEwUViJdSkGVjePGhxYzbDb.jpg,"[878, 53]",755898,en,War of the Worlds,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",122.9424,/yvirUYrva23IudARHn3mMGVxWqM.jpg,2025-07-29,War of the Worlds,False,4.213,867,91,10000000,0,Science Fiction|Thriller,2025-07-29,en,Released
False,/vMxOmgmBGegjVObjlb8ugsjGgkD.jpg,"[10752, 28, 18]",1252037,de,Der Tiger,"A German Tiger tank crew is sent on a dangerous mission to rescue the missing officer Paul von Hardenburg from a top-secret bunker behind enemy lines. As they make their way through the lethal no-man's land, they must confront not only the enemy, but also their own fears and inner demons. Fueled by the Wehrmacht's methamphetamine, their mission increasingly becomes a journey into the heart of darkness.",109.5764,/65Jr1JAgWlu9em8zHhAfrNJJQBt.jpg,2025-09-18,The Tank,False,6.988,288,117,0,0,War|Action|Drama,2025-09-18,de,Released
False,/1RgPyOhN4DRs225BGTlHJqCudII.jpg,"[16, 28, 14]",1311031,ja,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",101.9656,/fWVSwgjpT2D78VUh6X8UBd2rorW.jpg,2025-07-18,Demon Slayer: Kimetsu no Yaiba Infinity Castle,False,7.675,684,156,20000000,724279886,Animation|Action|Fantasy,2025-07-18,ja,Released
False,/7dQTILcUKw8chDiLj8TgPXxRuED.jpg,"[27, 28, 53]",1233413,en,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",100.3101,/qTvFWCGeGXgBRaINLY1zqgTPSpn.jpg,2025-04-16,Sinners,False,7.488,3437,138,90000000,368389632,Horror|Action|Thriller,2025-04-16,en,Released
False,/uiSaYXR0jLLWma0EPA1tcBhX6wT.jpg,"[53, 18]",1608982,ar,جرس إنذار: الحفرة,"Trapped in an underground pit during a storm, three students from an all-girls school must confront their personal conflicts as they fight to survive.",89.6567,/iwZIR8wp1lqj69zsbWmZKhXTTIU.jpg,2026-01-21,From the Ashes: The Pit,False,3.8,15,88,0,0,Thriller|Drama,2026-01-21,ar,Released
False,/d10VuEOMroY7ngQi2FUhJH72k0e.jpg,"[16, 10751, 18]",1167307,en,David,"From the songs of his mother’s heart to the whispers of a faithful God, David’s story begins in quiet devotion. When the giant Goliath rises to terrorize a nation, a young shepherd armed with only a sling, a few stones, and unshakable faith steps forward. Pursued by power and driven by purpose, his journey tests the limits of loyalty, love, and courage—culminating in a battle not just for a crown, but for the soul of a kingdom.",95.0521,/7lFG1WrCwAxBfyGK8ahlBVzXno7.jpg,2025-12-14,David,False,7.9,34,109,60900000,77770275,Animation|Family|Drama,2025-12-14,en,Released
False,/tyjXlexbNZQ0ZT1KEJslQtBirqc.jpg,"[12, 53, 878]",840464,en,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",305.9816,/dtPwBZjzqTaObjG4fKStRkBq1uu.jpg,2026-01-07,Greenland 2: Migration,False,6.6,142,98,90000000,11416907,Adventure|Thriller|Science Fiction,2026-01-07,en,Released
False,/tyjXlexbNZQ0ZT1KEJslQtBirqc.jpg,"[12, 53, 878]",840464,en,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",305.9816,/dtPwBZjzqTaObjG4fKStRkBq1uu.jpg,2026-01-07,Greenland 2: Migration,False,6.6,142,98,90000000,11416907,Adventure|Thriller|Science Fiction,2026-01-07,en,Released
False,/qKWDHofjMHPSEOTLaixkC9ZmjTT.jpg,[18],1317288,en,Marty Supreme,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",82.4454,/firAhZA0uQvRL2slp7v3AnOj0ZX.jpg,2025-12-19,Marty Supreme,False,7.867,346,150,65000000,116300000,Drama,2025-12-19,en,Released
False,/tVwFrpeGPYyk75rS82benPjtK6.jpg,"[28, 12, 14]",1131759,ko,전지적 독자 시점,"Kim Dok-ja, an ordinary man in his 20s, is the only reader of an obscure web novel titled ""Three Ways to Survive the Apocalypse"". After having read the last chapter, the novel suddenly becomes reality, and its omnipotent hero Yu Jung-hyeok appears before Kim. As the only person who knows how to survive in this world, Kim and his companions strive to save the world by writing his own, new ending.",76.8269,/3R3dXO2nm8JyR5NG7SEfii7RzlV.jpg,2025-07-23,Omniscient Reader: The Prophecy,False,6.4,52,117,0,9187679,Action|Adventure|Fantasy,2025-07-23,ko,Released
False,/wCwZ4ljSsWyZyTiyk1tGQtBHTDx.jpg,"[28, 18]",1511417,te,Baahubali: The Epic,"When a mysterious child is found by a tribal couple near a roaring waterfall, they raise him as their own. As he grows, Sivudu is drawn to the world beyond the cliffs, where he discovers the ancient kingdom of Mahishmati, ruled by a cruel tyrant, haunted by rebellion, and bound to his past. What begins as a quest for love soon unravels a legacy of betrayal, sacrifice, and a forgotten prince.",74.3052,/z9YIo2qscyaXYgRqIdRJtND3bw8.jpg,2025-10-29,Bāhubali: The Epic,False,6.1,26,224,65000000,3500000,Action|Drama,2025-10-29,te,Released
False,/ufqytAlziHq5pljKByGJ8IKhtEZ.jpg,"[53, 80, 9648]",425274,en,Now You See Me: Now You Don't,"The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.",80.8943,/oD3Eey4e4Z259XLm3eD3WGcoJAh.jpg,2025-11-12,Now You See Me: Now You Don't,False,6.6,971,113,90000000,239845830,Thriller|Crime|Mystery,2025-11-12,en,Released
False,/oIJjO1CvEdTMFNkWfHaV0RB584G.jpg,"[28, 80, 53]",628847,en,Trap House,"An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves - their own rebellious teenagers, who have begun robbing from a dangerous cartel, using their parents' tactics and top-secret intel to do it.",74.6943,/6tpAPeuuqbVnYWWPoOLEDLSBU7a.jpg,2025-11-14,Trap House,False,6.63,188,102,0,0,Action|Crime|Thriller,2025-11-14,en,Released
False,/si68lkhkMfIospVeLEBtl7HWKDh.jpg,"[53, 80, 28]",1054867,en,One Battle After Another,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",70.6801,/m1jFoahEbeQXtx4zArT2FKdbNIj.jpg,2025-09-23,One Battle After Another,False,7.421,2616,162,175000000,206311045,Thriller|Crime|Action,2025-09-23,en,Released
False,/2OHa6ukEq3Hce7Pc2kvu8wkmMFY.jpg,"[28, 12, 53, 80, 18]",7451,en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",74.8319,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,2002-08-09,xXx,False,6.0,4759,124,70000000,277448382,Action|Adventure|Thriller|Crime|Drama,2002-08-09,en,Released
False,/sW0X1265yuRHUorLKCrJDv9TJD7.jpg,"[28, 53]",1491902,th,ปัง,"Follows a ruthless hitman who, after narrowly escaping a fatal attempt on his life, betrays his gang in an effort to find forgiveness but ends up becoming a target himself.",66.0039,/8SUzKOqe2ectvhYdSnR7Vq2F3n1.jpg,2025-07-11,Bang,False,6.6,60,0,0,0,Action|Thriller,2025-07-11,th,Released
False,/dT1p0K1szMAUBuE2bibouDQdNb8.jpg,"[27, 53, 878]",1272837,en,28 Years Later: The Bone Temple,Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,67.2374,/kK1BGkG3KAvWB0WMV1DfOx9yTMZ.jpg,2026-01-14,28 Years Later: The Bone Temple,False,7.2,261,109,63000000,46200000,Horror|Thriller|Science Fiction,2026-01-14,en,Released
False,/mHC8tSRYfAKGh2jaSNQMSzGdbOW.jpg,"[878, 28, 53]",1236153,en,Mercy,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",70.9271,/1LzdlxK9ctsnx7nXoGF1ImHKddl.jpg,2026-01-19,Mercy,False,6.857,77,100,60000000,22700000,Science Fiction|Action|Thriller,2026-01-19,en,Released
False,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,"[878, 28, 12]",24428,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",66.2639,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,2012-04-25,The Avengers,False,7.923,35471,143,220000000,1518815515,Science Fiction|Action|Adventure,2012-04-25,en,Released
False,/8vLt9TYFZdAwYtqImvggTM5yFnF.jpg,"[878, 12, 18]",982843,ko,대홍수,"When a raging flood traps a researcher and her young son, a call to a crucial mission puts their escape — and the future of humanity — on the line.",59.1111,/1tUOZQDgZaGqZtrB21MieiXARL2.jpg,2025-09-18,The Great Flood,False,5.995,542,107,0,0,Science Fiction|Adventure|Drama,2025-09-18,ko,Released
False,/hO2jx1H3XafR7Y8QbFgVH1sHTY9.jpg,"[27, 53, 35]",1198994,en,Send Help,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",67.083,/mlV70IuchLZXcXKowjwSpSfdfUB.jpg,2026-01-22,Send Help,False,7.2,18,113,40000000,10821,Horror|Thriller|Comedy,2026-01-22,en,Released
False,/54BOXpX2ieTXMDzHymdDMnUIzYG.jpg,"[27, 53]",1228246,en,Five Nights at Freddy's 2,"One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",64.1619,/udAxQEORq2I5wxI97N2TEqdhzBE.jpg,2025-12-03,Five Nights at Freddy's 2,False,6.7,671,104,36000000,237625385,Horror|Thriller,2025-12-03,en,Released
False,/zWe8ynGlGH3KP896jHCemxnOvCo.jpg,"[27, 9648]",680493,en,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",56.8589,/fqAGFN2K2kDL0EHxvJaXzaMUkkt.jpg,2026-01-21,Return to Silent Hill,False,5.3,55,106,23000000,19300000,Horror|Mystery,2026-01-21,en,Released
False,/zWe8ynGlGH3KP896jHCemxnOvCo.jpg,"[27, 9648]",680493,en,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",56.8589,/fqAGFN2K2kDL0EHxvJaXzaMUkkt.jpg,2026-01-21,Return to Silent Hill,False,5.3,55,106,23000000,19300000,Horror|Mystery,2026-01-21,en,Released
False,/3kps0wiGFMRVkSXxbebbAUeWrN3.jpg,"[12, 16, 28, 10770, 35]",1147411,fr,"Miraculous World : Tokyo, Stellar Force","Kagami drags Marinette to Tokyo to help the Stellars defeat a new supervillain, but Marinette soon realizes her friend has another, untold reason for this trip to Japan.",60.0664,/vFaopnGXRXxRf4z2Z3IgA1QtOyV.jpg,2025-12-07,"Miraculous World: Tokyo, Stellar Force",False,9.0,8,51,0,0,Adventure|Animation|Action|TV Movie|Comedy,2025-12-07,fr,Released
False,/9pdoEzieGdUTlRWTAO7QP8q1tIo.jpg,"[80, 28, 35, 18, 53]",1137179,ko,야당,"Navigating both the criminal underworld and law enforcement agencies, professional snitches called ""yadang"" provide covert information about the drug world to prosecutors and police. When a drug bust at a party attended by high-profile second-generation VIPs entangles those involved into a dangerous conspiracy, a seasoned yadang must do everything in his power not just to make it out on top, but alive.",53.1045,/y7dsDbG8zVWkrkyOhA6ckZXX1uC.jpg,2025-04-16,Yadang: The Snitch,False,6.9,34,123,9500000,24508523,Crime|Action|Comedy|Drama|Thriller,2025-04-16,ko,Released
False,/ncI1PlBcANixIkgQSnjsSRz4OyT.jpg,"[28, 53, 9648]",1439112,en,Muzzle: City of Wolves,"LAPD officer Jake Rosser endeavors to lead a peaceful life with his family and retired K-9 officer, Socks. However, tranquility dissolves into chaos when a gang targets them in a brutal attack. Alongside his new K-9 partner Argos, Jake launches into a relentless pursuit of justice, determined to protect his loved ones.",52.9988,/8qTMRmC07XCGidnKQFLbRM3FoDU.jpg,2025-11-13,Muzzle: City of Wolves,False,6.752,101,93,0,0,Action|Thriller|Mystery,2025-11-13,en,Released
False,/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,"[14, 10402, 35, 16]",803796,en,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",60.3098,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,2025-06-20,KPop Demon Hunters,False,8.11,2291,96,100000000,24690793,Fantasy|Music|Comedy|Animation,2025-06-20,en,Released
False,/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,"[14, 10402, 35, 16]",803796,en,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",60.3098,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,2025-06-20,KPop Demon Hunters,False,8.11,2291,96,100000000,24690793,Fantasy|Music|Comedy|Animation,2025-06-20,en,Released
False,/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,"[14, 10402, 35, 16]",803796,en,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",60.3098,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,2025-06-20,KPop Demon Hunters,False,8.11,2291,96,100000000,24690793,Fantasy|Music|Comedy|Animation,2025-06-20,en,Released
False,/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,"[14, 10402, 35, 16]",803796,en,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",60.3098,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,2025-06-20,KPop Demon Hunters,False,8.11,2291,96,100000000,24690793,Fantasy|Music|Comedy|Animation,2025-06-20,en,Released
False,/tL9IWUQ14XTQf7FWIkH9ArabJJo.jpg,"[16, 14, 10402, 878]",1575337,ja,超かぐや姫！,"Iroha's life gets knocked off its orbit when Kaguya, a carefree runaway from the Moon, moves in and convinces her to perform in a virtual world together.",54.977,/9I9cM38gecZcwJ0C6r0cwfvtPJP.jpg,2026-01-22,Cosmic Princess Kaguya!,False,8.4,16,141,0,0,Animation|Fantasy|Music|Science Fiction,2026-01-22,ja,Released
False,/zWe8ynGlGH3KP896jHCemxnOvCo.jpg,"[27, 9648]",680493,en,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",56.8589,/fqAGFN2K2kDL0EHxvJaXzaMUkkt.jpg,2026-01-21,Return to Silent Hill,False,5.3,55,106,23000000,19300000,Horror|Mystery,2026-01-21,en,Released
False,/zWe8ynGlGH3KP896jHCemxnOvCo.jpg,"[27, 9648]",680493,en,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",56.8589,/fqAGFN2K2kDL0EHxvJaXzaMUkkt.jpg,2026-01-21,Return to Silent Hill,False,5.3,55,106,23000000,19300000,Horror|Mystery,2026-01-21,en,Released
False,/pUNfHmVqfwRdILhCkU8TdysVOXo.jpg,"[878, 12, 28]",533533,en,TRON: Ares,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.",51.75,/chpWmskl3aKm1aTZqUHRCtviwPy.jpg,2025-10-08,TRON: Ares,False,6.518,1103,119,220000000,142249983,Science Fiction|Adventure|Action,2025-10-08,en,Released
False,/4mZ06VpfpAPuaUPn1SEV0brbbxe.jpg,"[878, 28, 27]",1196067,en,Worldbreaker,"Five years ago, a tear in the fabric of reality brought creatures to our world from an alternate dimension bent on our destruction. A father hides his daughter on an island to keep her safe while he prepares her for survival and the battles to come. But when the world is about to break, no place is safe.",50.0654,/7K8w6mdrJp0oaSoKWGyjSZ4Zv2z.jpg,2025-10-30,Worldbreaker,False,6.266,64,95,0,0,Science Fiction|Action|Horror,2025-10-30,en,Released
False,/xCoF56oOLjKqzwWkwlC8gsrx18h.jpg,"[878, 12, 28]",1234821,en,Jurassic World Rebirth,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",52.9428,/1RICxzeoNCAO5NpcRMIgg1XT6fm.jpg,2025-07-01,Jurassic World Rebirth,False,6.329,2900,134,180000000,869146189,Science Fiction|Adventure|Action,2025-07-01,en,Released
False,/ceyakefyCRAgyeFhefa2bz6d9QO.jpg,"[18, 14, 27]",1062722,en,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",54.7362,/g4JtvGlQO7DByTI6frUobqvSL3R.jpg,2025-10-17,Frankenstein,False,7.692,2765,150,120000000,480678,Drama|Fantasy|Horror,2025-10-17,en,Released
False,/aHj7d7wSLqrg5cjAcgHhiGr97Ih.jpg,"[28, 53, 878]",798645,en,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",49.2348,/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,2025-11-11,The Running Man,False,6.798,1078,133,110000000,68615641,Action|Thriller|Science Fiction,2025-11-11,en,Released
False,/gtKglOSEq3d4MgQE4VsrT1sRkd0.jpg,"[16, 28]",1539104,ja,劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」,"A veil abruptly descends over the busy Shibuya area amid the bustling Halloween crowds, trapping countless civilians inside. Satoru Gojo, the strongest jujutsu sorcerer, steps into the chaos. But lying in wait are curse users and spirits scheming to seal him away. Yuji Itadori, accompanied by his classmates and other top-tier jujutsu sorcerers, enters the fray in an unprecedented clash of curses — the Shibuya Incident. In the aftermath, ten colonies across Japan are transformed into dens of curses in a plan orchestrated by Noritoshi Kamo. As the deadly Culling Game starts, Special Grade sorcerer Yuta Okkotsu is assigned to carry out Yuji's execution for his perceived crimes. A compilation movie of Shibuya Incident including the first two episodes of the Culling Games arc.",46.1727,/v0s3dx6am0RzfsuK3KdEy8ZoCDs.jpg,2025-11-07,JUJUTSU KAISEN: Execution,False,5.6,78,88,0,44559195,Animation|Action,2025-11-07,ja,Released
